canonical_path,data_level,dataset,task,method,seed,rows,columns,source_path,source_sha256,canonical_sha256,status,transformation,intended_use,notes
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/rf/predictions.csv,prediction_level,PHM2010,D2,rf,,304,7,final_statistical_evidence/transfer_tasks/D2/rf/predictions.csv,df1c362e53b1cfcf2e77bab02f7fc921e27f2f57e1e985146639c50c407b68c6,df1c362e53b1cfcf2e77bab02f7fc921e27f2f57e1e985146639c50c407b68c6,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/tcn_gru/config.yaml,protocol,PHM2010,D2,tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D2/tcn_gru/config.yaml,cd6b86d6d010380167ff46d4c45540f8521aedd97d3924b667b4e2d89c1c8072,cd6b86d6d010380167ff46d4c45540f8521aedd97d3924b667b4e2d89c1c8072,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/tcn_gru/metrics.json,protocol,PHM2010,D2,tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D2/tcn_gru/metrics.json,ed770ff3211873a044adbb8e564d4d581f83408eadce2c32c2a916ebb51b4c77,ed770ff3211873a044adbb8e564d4d581f83408eadce2c32c2a916ebb51b4c77,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/tcn_gru/predictions.csv,prediction_level,PHM2010,D2,tcn_gru,,304,7,final_statistical_evidence/transfer_tasks/D2/tcn_gru/predictions.csv,affd2c9b2cb655ac4a9345414ccb771826702e04dde7427922ec3a5f082c4d80,affd2c9b2cb655ac4a9345414ccb771826702e04dde7427922ec3a5f082c4d80,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dc_psr/config.yaml,protocol,PHM2010,D3,dc_psr,,NA,NA,final_statistical_evidence/transfer_tasks/D3/dc_psr/config.yaml,02d7e0ae632149c229c8706f7bcb350c7cf1f3e45f92884c3fe10e354e9cded4,02d7e0ae632149c229c8706f7bcb350c7cf1f3e45f92884c3fe10e354e9cded4,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dc_psr/metrics.json,protocol,PHM2010,D3,dc_psr,,NA,NA,final_statistical_evidence/transfer_tasks/D3/dc_psr/metrics.json,9936568f2c1c2b625183c14ddf22f6a08156dccbb41832c4484b4e33fdf93a72,9936568f2c1c2b625183c14ddf22f6a08156dccbb41832c4484b4e33fdf93a72,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dc_psr/predictions.csv,prediction_level,PHM2010,D3,dc_psr,,304,7,final_statistical_evidence/transfer_tasks/D3/dc_psr/predictions.csv,cc00d72c7c07aba7d8e00a1047748f266031637966c4e8cb33f6e41a88b87bf5,cc00d72c7c07aba7d8e00a1047748f266031637966c4e8cb33f6e41a88b87bf5,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dp2net_adapted/config.yaml,protocol,PHM2010,D3,dp2net_adapted,,NA,NA,final_statistical_evidence/transfer_tasks/D3/dp2net_adapted/config.yaml,b278768fb18c03c265acaba1570a2bbc6ce6db93c729fb091904432faec1dd7c,b278768fb18c03c265acaba1570a2bbc6ce6db93c729fb091904432faec1dd7c,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dp2net_adapted/metrics.json,protocol,PHM2010,D3,dp2net_adapted,,NA,NA,final_statistical_evidence/transfer_tasks/D3/dp2net_adapted/metrics.json,c6aa61d680b1ee50ca7fe4c6bc701522952a109944c7ec263f8f66bf3602794b,c6aa61d680b1ee50ca7fe4c6bc701522952a109944c7ec263f8f66bf3602794b,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dp2net_adapted/predictions.csv,prediction_level,PHM2010,D3,dp2net_adapted,,315,7,final_statistical_evidence/transfer_tasks/D3/dp2net_adapted/predictions.csv,0e81832ec755a5a0d0cf322fecd32de5497dbf6dbc03eff8bb7e8451673b990e,0e81832ec755a5a0d0cf322fecd32de5497dbf6dbc03eff8bb7e8451673b990e,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dynamic_gin_tgp/config.yaml,protocol,PHM2010,D3,dynamic_gin_tgp,,NA,NA,final_statistical_evidence/transfer_tasks/D3/dynamic_gin_tgp/config.yaml,165550818194c5c9830ecda37854e2c3e19021f4521760bd92bcc40badc89ffd,165550818194c5c9830ecda37854e2c3e19021f4521760bd92bcc40badc89ffd,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dynamic_gin_tgp/metrics.json,protocol,PHM2010,D3,dynamic_gin_tgp,,NA,NA,final_statistical_evidence/transfer_tasks/D3/dynamic_gin_tgp/metrics.json,b0f4c34d892568eec11bb568f8b71f5db6f2a5d0dad732cf86e9ef8ce37acc1a,b0f4c34d892568eec11bb568f8b71f5db6f2a5d0dad732cf86e9ef8ce37acc1a,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/dynamic_gin_tgp/predictions.csv,prediction_level,PHM2010,D3,dynamic_gin_tgp,,315,7,final_statistical_evidence/transfer_tasks/D3/dynamic_gin_tgp/predictions.csv,db4359867ef01896f75c88892b05a9560c321efd4d06a8e1e88990ccefe62ed0,db4359867ef01896f75c88892b05a9560c321efd4d06a8e1e88990ccefe62ed0,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/htt_net/config.yaml,protocol,PHM2010,D3,htt_net,,NA,NA,final_statistical_evidence/transfer_tasks/D3/htt_net/config.yaml,0ccff2398079e035068b587b629662fe31b999bba46c39c554c99412942b7855,0ccff2398079e035068b587b629662fe31b999bba46c39c554c99412942b7855,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/htt_net/metrics.json,protocol,PHM2010,D3,htt_net,,NA,NA,final_statistical_evidence/transfer_tasks/D3/htt_net/metrics.json,adf59a6ad8a00b0f3f32c7f48e8a19c81c26c24743eb58ae7c9298fa0370ab26,adf59a6ad8a00b0f3f32c7f48e8a19c81c26c24743eb58ae7c9298fa0370ab26,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/htt_net/predictions.csv,prediction_level,PHM2010,D3,htt_net,,304,7,final_statistical_evidence/transfer_tasks/D3/htt_net/predictions.csv,f601bc9a912b036acfb71dc046291bd7f821f2c856be021722aac1e4d2b631ee,f601bc9a912b036acfb71dc046291bd7f821f2c856be021722aac1e4d2b631ee,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/mtf_avitk/config.yaml,protocol,PHM2010,D3,mtf_avitk,,NA,NA,final_statistical_evidence/transfer_tasks/D3/mtf_avitk/config.yaml,93f3d5b1ff23150634af1bcab07af839f23871d14efb9ea813442a21a77014b7,93f3d5b1ff23150634af1bcab07af839f23871d14efb9ea813442a21a77014b7,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/mtf_avitk/metrics.json,protocol,PHM2010,D3,mtf_avitk,,NA,NA,final_statistical_evidence/transfer_tasks/D3/mtf_avitk/metrics.json,096f864dc4190152a6589f450a6ac7745955e7eec5015426361e9ecbb95ff313,096f864dc4190152a6589f450a6ac7745955e7eec5015426361e9ecbb95ff313,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/mtf_avitk/predictions.csv,prediction_level,PHM2010,D3,mtf_avitk,,315,7,final_statistical_evidence/transfer_tasks/D3/mtf_avitk/predictions.csv,8e34bd85e48fdd854bc7e59e9e7a2d7a56179886586faa7b4ab3ed40605cb0f3,8e34bd85e48fdd854bc7e59e9e7a2d7a56179886586faa7b4ab3ed40605cb0f3,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/multi_source_attention/config.yaml,protocol,PHM2010,D3,multi_source_attention,,NA,NA,final_statistical_evidence/transfer_tasks/D3/multi_source_attention/config.yaml,eabf9455c3f32efece378e1db18aab29943562e9920015bf1aa9ae22e73e0416,eabf9455c3f32efece378e1db18aab29943562e9920015bf1aa9ae22e73e0416,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/multi_source_attention/metrics.json,protocol,PHM2010,D3,multi_source_attention,,NA,NA,final_statistical_evidence/transfer_tasks/D3/multi_source_attention/metrics.json,9ef8d95e9e65d5ec923daa8e9f6a90aecd83a806845c1e6c22585fcc8ffc5123,9ef8d95e9e65d5ec923daa8e9f6a90aecd83a806845c1e6c22585fcc8ffc5123,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/multi_source_attention/predictions.csv,prediction_level,PHM2010,D3,multi_source_attention,,315,7,final_statistical_evidence/transfer_tasks/D3/multi_source_attention/predictions.csv,a5de2365a6809d04a353875c8ea1ef0a725bb4a0178bfe4280e6f89a1ef265ba,a5de2365a6809d04a353875c8ea1ef0a725bb4a0178bfe4280e6f89a1ef265ba,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/multitask_tcn_gru/config.yaml,protocol,PHM2010,D3,multitask_tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D3/multitask_tcn_gru/config.yaml,57c1908c6a55f18896a555cb4c04aceebdf20c2ef1ec47c946e4c063d13f4fb0,57c1908c6a55f18896a555cb4c04aceebdf20c2ef1ec47c946e4c063d13f4fb0,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/multitask_tcn_gru/metrics.json,protocol,PHM2010,D3,multitask_tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D3/multitask_tcn_gru/metrics.json,0bb488e5a7c4d5779cc50d431d7e380c78de42700f8dfb433a8723db44c76094,0bb488e5a7c4d5779cc50d431d7e380c78de42700f8dfb433a8723db44c76094,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/multitask_tcn_gru/predictions.csv,prediction_level,PHM2010,D3,multitask_tcn_gru,,304,7,final_statistical_evidence/transfer_tasks/D3/multitask_tcn_gru/predictions.csv,6de139a869dff00688f0fc6755c1bea9a793fe742572d1694d36d8a625fa9eb6,6de139a869dff00688f0fc6755c1bea9a793fe742572d1694d36d8a625fa9eb6,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/rf/config.yaml,protocol,PHM2010,D3,rf,,NA,NA,final_statistical_evidence/transfer_tasks/D3/rf/config.yaml,832ab57cb4909d1f2a44aa4cb0d9a6c5f28e00491023edd9a280091c62aae067,832ab57cb4909d1f2a44aa4cb0d9a6c5f28e00491023edd9a280091c62aae067,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/rf/metrics.json,protocol,PHM2010,D3,rf,,NA,NA,final_statistical_evidence/transfer_tasks/D3/rf/metrics.json,daf7da4408b3aa5269baea0e8f67101c1ff94f8665a2221d97333b68830f4e5b,daf7da4408b3aa5269baea0e8f67101c1ff94f8665a2221d97333b68830f4e5b,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/rf/predictions.csv,prediction_level,PHM2010,D3,rf,,304,7,final_statistical_evidence/transfer_tasks/D3/rf/predictions.csv,bef89bf5c86098d5e05501952fcbf239f273eb7285858eb01a0836fb14ab5d32,bef89bf5c86098d5e05501952fcbf239f273eb7285858eb01a0836fb14ab5d32,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/tcn_gru/config.yaml,protocol,PHM2010,D3,tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D3/tcn_gru/config.yaml,20a1ffab874bf5f65703e472c60e3e7bf343881802465ef95b2b237397dbc053,20a1ffab874bf5f65703e472c60e3e7bf343881802465ef95b2b237397dbc053,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/tcn_gru/metrics.json,protocol,PHM2010,D3,tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D3/tcn_gru/metrics.json,75d002aac8ee581a022299a1578d6b16ae90f3dfaf5517038ffa9d7cbedffb36,75d002aac8ee581a022299a1578d6b16ae90f3dfaf5517038ffa9d7cbedffb36,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D3/tcn_gru/predictions.csv,prediction_level,PHM2010,D3,tcn_gru,,304,7,final_statistical_evidence/transfer_tasks/D3/tcn_gru/predictions.csv,2319e398bf008e3e3c011f8ef864ab213355b1fb61e73df524f7aa8306aca6a6,2319e398bf008e3e3c011f8ef864ab213355b1fb61e73df524f7aa8306aca6a6,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/transfer_tasks_long.csv,task_level,PHM2010,,,,27,21,final_statistical_evidence/results/TRANSFER_TASKS_D1_D2_D3.csv,786fd97e476e4a194635949d8480fa93776c80264cc3e7991bd2bb59ad1b64c0,8b74b80572099ccadb9919906e5f30298514f8512ba980579dbc6b4f00b97c96,AUTHORITATIVE,append n_test/test_universe/aggregation/protocol/source fields; metrics unchanged,D1/D2/D3 cross-condition comparisons,inputs=final_statistical_evidence/results/TRANSFER_TASKS_D1_D2_D3.csv
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/transfer_tasks_mean_std.csv,summary,PHM2010,"D1,D2,D3",,,9,26,final_statistical_evidence/results/TRANSFER_TASKS_MEAN_STD.csv,4dd1207b67b9d80b8ba8e9a211784dda1ab08f78537ff3f25baa472089343903,4dd1207b67b9d80b8ba8e9a211784dda1ab08f78537ff3f25baa472089343903,AUTHORITATIVE,none,across-task mean and std; not across-seed uncertainty,
paper_data/01_PHM2010/03_ablation/A1_A6_AUTHORITATIVE.csv,summary,PHM2010,D1,,,6,11,figures/fig4_ablation/AUTHORITATIVE_A1_A6.csv,2bd8032f8e7e0261cd957cd9ed44381c58ebf781990e19fe2976eb13af6f2bd4,2bd8032f8e7e0261cd957cd9ed44381c58ebf781990e19fe2976eb13af6f2bd4,AUTHORITATIVE,none,only permitted Fig.4 and manuscript ablation input,
paper_data/01_PHM2010/03_ablation/A1_A6_RECOMPUTED_AUDIT.csv,audit,PHM2010,D1,,,72,6,figures/fig4_ablation/ABLATION_RECOMPUTED.csv,ffbeb6d2d0c153debad716f9a216cf74a739715145e31da564d15f79abc3571c,ffbeb6d2d0c153debad716f9a216cf74a739715145e31da564d15f79abc3571c,AUDIT_SUPPORTING,none,,
paper_data/01_PHM2010/03_ablation/ABLATION_DATA_AUDIT.md,audit,PHM2010,D1,,,NA,NA,figures/fig4_ablation/ABLATION_DATA_AUDIT.md,e8a98d86b6a044ab0937cb95325f4df1c96877d22cfb97d5f9c3594190a3cb45,e8a98d86b6a044ab0937cb95325f4df1c96877d22cfb97d5f9c3594190a3cb45,AUDIT_SUPPORTING,none,,
paper_data/01_PHM2010/03_ablation/README.md,documentation,,,,,NA,NA,,,3b7d3ccd7a222bc281f6fd73ef8e7fd439f3696f03208b4cd6b03d14b54a2eae,DERIVED,generated by build_paper_data.py,provenance and usage,
paper_data/01_PHM2010/03_ablation/data_manifest.json,manifest,PHM2010,D1,,,NA,NA,figures/fig4_ablation/data_manifest.json,b4edea495b0a97e591c86d22c14e21e6e956ca4d5a2c8073752f2de17d46507d,b4edea495b0a97e591c86d22c14e21e6e956ca4d5a2c8073752f2de17d46507d,AUDIT_SUPPORTING,none,,
paper_data/01_PHM2010/04_semantics/C6_hidden_representation.csv,representation,PHM2010,D1/C6,,,304,79,补充材料/小论文/10_第五章顶刊风格可视化/figures_representation_space/repr_hidden_hct.csv,b259ac455887fe1b49e26afa54fe4f3e199a390623532210a1e0b16360ebb923,67829d426106a855de4b1bfadbcac06f7485473f51e2e3e5a2602fc173aee09a,AUTHORITATIVE,filter split=test_C6 and condition=C6; values unchanged,Fig.5 representation panel,inputs=补充材料/小论文/10_第五章顶刊风格可视化/figures_representation_space/repr_hidden_hct.csv
paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,prediction_level,PHM2010,D1/C6,,,304,13,补充材料/小论文/9_probability_wear_consistency_analysis/Data_5_4_A6_probability_wear_trajectory.csv,c20016d4479b6faa7de4a3f5205f2517c6b67d62f75d6f98daa07fd930102557,c20016d4479b6faa7de4a3f5205f2517c6b67d62f75d6f98daa07fd930102557,AUTHORITATIVE,none,,
paper_data/01_PHM2010/04_semantics/README.md,documentation,,,,,NA,NA,,,44bfd9af8f35a3cfcae01ce080034f449f6f470f07593901c24664c60f7e6911,DERIVED,generated by build_paper_data.py,provenance and usage,
paper_data/01_PHM2010/04_semantics/q_statistics.csv,summary,PHM2010,D1/C6,,,1,8,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,c20016d4479b6faa7de4a3f5205f2517c6b67d62f75d6f98daa07fd930102557,96664bfb24c74de6a26bd0c448dceaede5d20fdc6b5573579092a7214b8d5104,DERIVED,direct recomputation from all q_true/q_pred pairs,Fig.5 q agreement,inputs=paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv
paper_data/02_NASA/README.md,documentation,,,,,NA,NA,,,84b706edb0e984bd5bae3908861d89b529642f5424c275e0c84b77e89b3e709d,DERIVED,generated by build_paper_data.py,provenance and usage,
paper_data/02_NASA/original_split_mean_std.csv,summary,NASA_MILLING,N1-N4,,,4,38,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Table_NASA_original_split_mean_std.csv,8c2713395678398664488bd2661e6933e41d4099eb723abb0bae396b1bb3d247,8c2713395678398664488bd2661e6933e41d4099eb723abb0bae396b1bb3d247,AUTHORITATIVE,none,original-split summary across N1-N4,
paper_data/02_NASA/predictions/Pred_NASA_original_N1_B10_seed2026.csv,prediction_level,NASA_MILLING,N1,B10,2026,30,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N1_B10_seed2026.csv,5cd93a27739142f5036f16cbde478f41f974555bb2f09186c953a813b8e12d1f,5cd93a27739142f5036f16cbde478f41f974555bb2f09186c953a813b8e12d1f,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N1_B11_seed2026.csv,prediction_level,NASA_MILLING,N1,B11,2026,24,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N1_B11_seed2026.csv,de6e31dca5bb4456455fabea6bced290ccfaae4c05cf85f571cf98094c42024a,de6e31dca5bb4456455fabea6bced290ccfaae4c05cf85f571cf98094c42024a,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N1_B12_seed2026.csv,prediction_level,NASA_MILLING,N1,B12,2026,24,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N1_B12_seed2026.csv,a33999ddd78261f362d80987c7835218a9366d1239b708e1226b803949a8f9fb,a33999ddd78261f362d80987c7835218a9366d1239b708e1226b803949a8f9fb,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N1_B9_seed2026.csv,prediction_level,NASA_MILLING,N1,B9,2026,27,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N1_B9_seed2026.csv,f33af9988195e511e3fd48e79a1d4307f2e6be3e5ab391e914ce11a0bb9ea722,f33af9988195e511e3fd48e79a1d4307f2e6be3e5ab391e914ce11a0bb9ea722,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N2_B10_seed2026.csv,prediction_level,NASA_MILLING,N2,B10,2026,34,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N2_B10_seed2026.csv,15a75efe2d88d7a54e39c2a7548a3d34099670e72da9fcbbe6780338a4492d5e,15a75efe2d88d7a54e39c2a7548a3d34099670e72da9fcbbe6780338a4492d5e,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N2_B11_seed2026.csv,prediction_level,NASA_MILLING,N2,B11,2026,34,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N2_B11_seed2026.csv,bb44c105f392af532723a5af10c9a23b584f1f9c461a4a23e8c047dd6d3d1495,bb44c105f392af532723a5af10c9a23b584f1f9c461a4a23e8c047dd6d3d1495,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N2_B12_seed2026.csv,prediction_level,NASA_MILLING,N2,B12,2026,34,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N2_B12_seed2026.csv,3368966caffb236dda9ca32132241ce808d5857e7e86a10ce3c5374c97e46aaa,3368966caffb236dda9ca32132241ce808d5857e7e86a10ce3c5374c97e46aaa,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N2_B9_seed2026.csv,prediction_level,NASA_MILLING,N2,B9,2026,34,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N2_B9_seed2026.csv,5c6f74033bee00eb99b527307314be5c959169b662ce45f93cdddd42fccf8faf,5c6f74033bee00eb99b527307314be5c959169b662ce45f93cdddd42fccf8faf,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N3_B10_seed2026.csv,prediction_level,NASA_MILLING,N3,B10,2026,27,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N3_B10_seed2026.csv,7fcfa9d44c137557ce86617fa5a9219d24ab3c28a7b95ccf40f114bdfd81eda0,7fcfa9d44c137557ce86617fa5a9219d24ab3c28a7b95ccf40f114bdfd81eda0,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N3_B11_seed2026.csv,prediction_level,NASA_MILLING,N3,B11,2026,35,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N3_B11_seed2026.csv,3be49bd2b0370f2d559fac45be488e93f6f6916e8517599d8e1addb699f29ee9,3be49bd2b0370f2d559fac45be488e93f6f6916e8517599d8e1addb699f29ee9,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N3_B12_seed2026.csv,prediction_level,NASA_MILLING,N3,B12,2026,35,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N3_B12_seed2026.csv,962bc54b2f8e18bb1fa0fbda6c7c19b35b7fb05e5853464823c44e1c066d2fb1,962bc54b2f8e18bb1fa0fbda6c7c19b35b7fb05e5853464823c44e1c066d2fb1,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N3_B9_seed2026.csv,prediction_level,NASA_MILLING,N3,B9,2026,31,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N3_B9_seed2026.csv,b0e774a18a8b2faefc4d392414b52bc47e516719132f3436663524c1c706ac46,b0e774a18a8b2faefc4d392414b52bc47e516719132f3436663524c1c706ac46,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N4_B10_seed2026.csv,prediction_level,NASA_MILLING,N4,B10,2026,30,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N4_B10_seed2026.csv,5b277b61180be10675603cd1df7d5f5c3fb213b6a7e8e49cb6d5592b27ee7114,5b277b61180be10675603cd1df7d5f5c3fb213b6a7e8e49cb6d5592b27ee7114,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N4_B11_seed2026.csv,prediction_level,NASA_MILLING,N4,B11,2026,30,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N4_B11_seed2026.csv,8dbe8b119c17d31633b1437f69d680acb01aa7a3f6fefad0fefdc9985a5c3092,8dbe8b119c17d31633b1437f69d680acb01aa7a3f6fefad0fefdc9985a5c3092,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N4_B12_seed2026.csv,prediction_level,NASA_MILLING,N4,B12,2026,30,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N4_B12_seed2026.csv,efedbc7216230e00b9aa4f1d9e68360f3b306d84d19b961e50057dda25c3f150,efedbc7216230e00b9aa4f1d9e68360f3b306d84d19b961e50057dda25c3f150,AUTHORITATIVE,none,,
paper_data/02_NASA/predictions/Pred_NASA_original_N4_B9_seed2026.csv,prediction_level,NASA_MILLING,N4,B9,2026,22,10,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Pred_NASA_original_N4_B9_seed2026.csv,fd75544fb459ef5e2d6b9cd0ac902acd80ef2c1e0299db21087ee631291a4ea2,fd75544fb459ef5e2d6b9cd0ac902acd80ef2c1e0299db21087ee631291a4ea2,AUTHORITATIVE,none,,
paper_data/02_NASA/task_level_results.csv,task_level,NASA_MILLING,N1-N4,,,16,29,补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Table_NASA_cross_case_B9_B12_metrics_by_seed.csv,7b0cf5d9d09c8e02d880bdca5f6b693b6757eda62f51daf3de394ceb1ea04292,518278bacf0191aa091e6dc139dec939515528790424e1825a551e83f2352b8d,AUTHORITATIVE,filter Split_type=original and tasks N1-N4,NASA task/seed evidence,inputs=补充材料/小论文/nasa_dcpsr_results_stageaware_opt/Table_NASA_cross_case_B9_B12_metrics_by_seed.csv
paper_data/03_MENDELEY_CROSS_MACHINE/README.md,documentation,,,,,NA,NA,,,e91e455904df9f73c0f1e5e4201ce3256c641c4e6018cf98952d062ded6d84d4,DERIVED,generated by build_paper_data.py,provenance and usage,
paper_data/03_MENDELEY_CROSS_MACHINE/ablation/by_seed/ablation_metrics_by_seed.csv,summary,MENDELEY_CROSS_MACHINE,"D1-M,D2-M,D3-M",,,90,29,experiments_mendeley/06_ablation/by_seed/ablation_metrics_by_seed.csv,1d5f4d1f51a98f79fc63d06bc1ef3e02d5cda258fb25f88c6788dbff8795d0d3,1d5f4d1f51a98f79fc63d06bc1ef3e02d5cda258fb25f88c6788dbff8795d0d3,AUTHORITATIVE,none,,
paper_data/03_MENDELEY_CROSS_MACHINE/ablation/summary/ablation_complete_table.csv,summary,MENDELEY_CROSS_MACHINE,"D1-M,D2-M,D3-M",,,18,74,experiments_mendeley/06_ablation/summary/ablation_complete_table.csv,0a55ae4316d10513e88fe991b904ab5c073d8cf80eacf478f57c88ef955c7188,0a55ae4316d10513e88fe991b904ab5c073d8cf80eacf478f57c88ef955c7188,AUTHORITATIVE,none,,
paper_data/03_MENDELEY_CROSS_MACHINE/ablation/summary/ablation_mean_std.csv,summary,MENDELEY_CROSS_MACHINE,"D1-M,D2-M,D3-M",,,18,60,experiments_mendeley/06_ablation/summary/ablation_mean_std.csv,a28a30628b62501394bab3146f22250f745add5cb9d6859a9e138cc1d27ca28c,a28a30628b62501394bab3146f22250f745add5cb9d6859a9e138cc1d27ca28c,AUTHORITATIVE,none,,
